INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL,ISBN-13,ISBN-10,REFERÊNCIA,CONFIABILIDADE TOTAL
FUNDAMENTAL I,A ORIGEM DO GUARANÁ,ROUXINOL DO RINARÉ,CONHECIMENTO,1000,50,50000,9788598603780,8598603783,https://www.skoob.com.br/a-origem-do-guarana-211126ed236358.html: Muito Alta | https://issuu.com/raulcosta/docs/livro-da-conhecimento: Muito Alta | https://www.estantevirtual.com.br/livros/rouxinol-do-rinare/a-origem-do-guarana/1921807797: Alta | https://sesc.i10bibliotecas.com.br/livro/231115: Baixa | https://www.buscaisbn.com.br/: Muito Baixa | ,Alta
FUNDAMENTAL I,A REPARTIÇÃO DO MUNDO,ARLENE HOLANDA,CONHECIMENTO,1000,50,50000,9788536313377,8536313377,,
FUNDAMENTAL I,O FOGO DE MINARÃ,EVARISTO GERALDO,CONHECIMENTO,1000,60,60000,978-85-98603-67-4,8598603678,https://www.amazon.com.br/fogo-Minarã-Evaristo-Geraldo/dp/8598603678: Muito Alta | https://www.calameo.com/books/000069040da39487723cb: Alta | https://www.calameo.com/books/00120643528ef9aad0239: Alta | https://shopee.com.br/O-Fogo-de-Minarã-autor-Evaristo-Geraldo-i.391617841.10765831864: Alta | http://foliadeletras.com.br/pag_col_evaristo_geraldo.html: Alta | ,Alta
FUNDAMENTAL I,UM FINAL QUASE FELIZ,ARLENE HOLANDA,CONHECIMENTO,1000,42,42000,978-85-98603-50-6 ISBN-10: 9788598603506,,https://issuu.com/raulcosta/docs/livro-da-conhecimento: Muito Alta | https://www.skoob.com.br/livro/lista/Arlene+Holanda/tipo:autor/: Alta | ,Alta
FUNDAMENTAL I,A NOITE DOS PALHAÇOS MUDOS - HQ,LAERTE COUTINHO,CONRAD ,1000,10,10000,9788569501004,8569501009,,
FUNDAMENTAL I,PRÉ O DRAMA DA ESCOLINHA - HQ,MAX ANDRADE,CONRAD ,1000,10,10000,9788582483304,8582483309,,
FUNDAMENTAL I,A CANTINA DE DONA CALABRESA,LIANA LEÃO,CORTEZ,1000,52,52000,9788524921476,8524921471,https://www.skoob.com.br/a-cantina-de-dona-calabresa-442501ed501387.html: Muito Alta | https://shopee.com.br/A-CANTINA-DE-DONA-CALABRESA-i.826663787.22197691361: Muito Alta | https://www.amazon.com.br/cantina-Dona-Calabresa-Liana-Leão/dp/8524921471: Muito Alta | https://www.mercadolivre.com.br/a-cantina-de-dona-calabresa-de-leo-liana-editorial-cortez-editora-e-livraria-ltda-capa-mole-em-portugus-2018/p/MLB19414003: Alta | https://www.magazineluiza.com.br/livro-a-cantina-de-dona-calabresa/p/223771200/li/lljl/: Muito Baixa | ,Alta
FUNDAMENTAL I,ABC E NUMERAIS - PRA BRINCAR E BOM DEMAIS,"BELINKY, TATIANA",CORTEZ,1000,52,52000,978-8524913839.,8524913835,https://www.amazon.com/ABC-Numerais-Para-Brincar-Demais/dp/8524913835: Alta | https://www.cortezeditora.com.br/literatura-infantil-e-juvenil/abc-e-numerais-pra-brincar-e-bom-demais-765/p: Alta | https://www.mercadolivre.com.br/abc-e-numerais-pra-brincar-e-bom-demais-de-belinky-tatiana-editorial-cortez-editora-e-livraria-ltda-capa-mole-em-portugus-2010/p/MLB19447952: Alta | https://www.meli.leitura.com.br/abc-e-numerais-pra-brincar-e-bom-demais-de-belinky-tatiana-cortez-editora-e-livraria-ltda-capa-mole-em-portugus-2010/p/MLB19447952: Alta | ,Alta
FUNDAMENTAL I,"AI, AI, ARIRANHA! ",WALTHER MOREIRA SANTOS,CORTEZ,1000,52,52000,978-8524921483,852492148X,https://www.amazon.com/-/he/Walther-Moreira-Santos/dp/852492148X: Muito Alta | https://www.amazon.com.br/Ai-ai-ariranha-Thiago-Laurentino/dp/852492148X: Alta | ,Muito Alta
FUNDAMENTAL I,ALGUEM VIU A BOLA ,JONAS RIBEIRO,CORTEZ,1000,46,46000,9788524909894,032490989X,"https://www.disal.com.br/produto/1468421-Alguem-Viu-A-Bola-Cortez-Editora-97: Alta | https://www.sbs.com.br/produto/alguem-viu-a-bola.html: Alta | https://www.estantevirtual.com.br/busca/alguem-viu-a-bola: Alta | https://www.estantevirtual.com.br/busca/alguem-viu-a-bola-: Muito Baixa | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""ALGUEM+VIU+A+BOLA""+by+author+JONAS+RIBEIRO+published+by+CORTEZ+15/04/2025: Muito Baixa | ",Baixa
FUNDAMENTAL I,ÁRVORE,"PROTETI, JOAO",CORTEZ,1000,52,52000,9788524921469,8524921463,https://www.amazon.com.br/Árvore-João-Proteti/dp/8524921463: Baixa | https://isbnlookup.org/: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://isbnsearch.org/: Muito Baixa | https://freeisbn.com/lookup/: Muito Baixa | ,Baixa
FUNDAMENTAL I,CUTUCANDO A ONÇA COM A VARA CURTA ,FRANCISCO PIPIO,CORTEZ,1000,46,46000,9788539200453,8539200459,,
FUNDAMENTAL I,DEZ HISTÓRIAS DE ONÇA,MARGA MOURA EGYPTO,CORTEZ,1000,63,63000,9788524919626,,https://www.cortezeditora.com.br/9-a-10-anos-leitor-em-processo/dez-historias-de-onca-1269/p: Muito Alta | https://www.casadoeducador.com/produto.php?produto=10833: Muito Alta | https://30porcento.com.br/livro/9788524919626-Dez-histórias-de-Onça: Muito Alta | ,Muito Alta
FUNDAMENTAL I,INSTRUÇÕES PARA CONSTRUIR UMA FLOR ,CHRISTINA DIAS,CORTEZ,1000,52,52000,9788524919572.,8524919574,https://www.abebooks.com/9788524919572/Instruções-Construir-Uma-Flor-Christina-8524919574/plp: Muito Alta | https://www.mercadolivre.com.br/instrucoes-para-construir-uma-flor-de-dias-christina-editora-cortez-capa-mole-edico-1-edico-2012-em-portugus/p/MLB26339931: Muito Alta | https://www.cortezeditora.com.br/literatura-infantil-e-juvenil/instrucoes-para-construir-uma-flor-1265/p: Alta | https://www.estantevirtual.com.br/busca/christina-dias: Alta | https://www.fnac.pt/mp8769866/Instrucoes-Para-Construir-Uma-Flor: Alta | ,Alta
FUNDAMENTAL I,MADIBA - O MENINO AFRICANO ,"BARBOSA, ROGERIO AND",CORTEZ,1000,52,52000,978-9897542129,978-9897542112,,
FUNDAMENTAL I,MINHA ALMA E MULHER - UMA HISTORIA DE AMOR,MARIA DA GLÓRIA CARDIA DE CASTRO,CORTEZ,1000,52,52000,9788524918735,,https://30porcento.com.br/livro/9788524918735-Minha-alma-%C3%A9-mulher---uma-hist%C3%B3ria-de-amor: Alta | ,Alta
FUNDAMENTAL I,O ELEFANTE E A BOLINHA DE SABÃO,MANUEL FILHO,CORTEZ,1000,52,52000,978-8524927522.,8524927526,https://www.meli.leitura.com.br/o-elefante-e-a-bolinha-de-sabo-de-filho-manuel-cortez-editora-e-livraria-ltda-capa-mole-em-portugus-2019/p/MLB19326044: Muito Alta | https://www.amazon.com/Elefante-bolinha-sab%C3%A3o-Manuel-Filho/dp/8524927526: Muito Alta | https://shopee.com.br/Livro-O-elefante-e-a-bolinha-de-sab%C3%A3o-Manuel-Filho-Editora-Cortez-14610-i.543974468.22198094717: Muito Alta | https://www.livrariaespaco.com.br/produtos/o-elefante-e-a-bolinha-de-sabao-manuel-filho-editora-cortez/: Alta | ,Muito Alta
FUNDAMENTAL I,"VIVA EU, VIVA TU, VIVA O RABO DO TATU! ","GOMES, LENICE",CORTEZ,1000,52,52000,8563877003,Não disponível.,https://www.estantevirtual.com.br/livros/andre-neves/viva-eu-viva-tu-viva-o-rabo-do-tatu/3266388559: Baixa | https://www.amazon.com.br/Viva-Eu-Tu-Rabo-Tatu/dp/8563877003: Baixa | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://www.buscaisbn.com.br/: Baixa | https://pt.esdifferent.com/difference-between-isbn-10-and-isbn-13: Baixa | ,Baixa
FUNDAMENTAL I,CHEGA DE BULLYING,EGIDIO TRAMBAIOLLI,CULTURA EDITORIAL,1000,48,48000,9788576653637,8576653637,https://produto.mercadolivre.com.br/MLB-979038941-livro-chega-de-bullying-no-fique-calado-_JM: Alta | https://www.estantevirtual.com.br/livros/cartoon-network-secretaria-de-educacao-de-s-paulo/chega-de-bullying-nao-fique-calado/1743377729: Baixa | https://produto.mercadolivre.com.br/MLB-1571638845-chega-de-bullying-no-fique-calado-box-7-volumes-_JM: Baixa | https://www.educacao.sp.gov.br/faca-download-das-apostilas-da-campanha-chega-de-bullying-nao-fique-calado/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL I,O CASAMENTO DE ZAZINHA,IRAY GALRÃO,CULTURA EDITORIAL,1000,30,30000,9788532634077,8532634077,https://www.buscaisbn.com.br/: Muito Baixa | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Muito Baixa | https://books.google.com.br/: Muito Baixa | https://www.amazon.com.br/casamento-Nicholas-Sparks/dp/8580410568: Muito Baixa | https://www.amazon.com/Casamento-Nelson-Rodrigues/dp/8522007470: Muito Baixa | ,Muito Baixa
FUNDAMENTAL I,O QUE A GENTE FAZ? SE DIVIRTA E PINTA,MARCOS PEIXE,CULTURA EDITORIAL,1000,30,30000,9788572448737,8572448731,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://uk.nicebooks.com/search/isbn: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL I,O SUMIÇO DO MANECO,DANIELA DA HORA,CULTURA EDITORIAL,1000,20,20000,9788576797234,8576797237,,
FUNDAMENTAL I,TERRA AZUL,DANIELA DA HORA,CULTURA EDITORIAL,1000,30,30000,978-85-312-2543-9; ISBN-10: 85-312-2543-X,,https://www.youtube.com/watch?v=n9IiwWjh0z0: Baixa | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://www.estantevirtual.com.br/editora/terra-azul: Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL I,BIA QUE TANTO LIA,SOCORRO ACIOLLI,DEMOCRITO ROCHA,1000,41,41000,9788575294666,8575294660,"https://www.skoob.com.br/bia-que-tanto-lia-288875ed323655.html: Muito Alta | https://www.amazon.com.br/Bia-Que-Tanto-Lia-Fundamental/dp/8575294660: Alta | https://www.amazon.com.br/BIA-QUE-TANTO-SOCORRO-ACIOLI/dp/8567333180: Alta | https://www.amazon.com.br/Livros-Socorro-Acioli/s?rh=n:6740748011,p_27:Socorro+Acioli: Muito Baixa | https://livrariaedr.org.br/produtos/bia-que-tanto-lia-uma-historia-do-livro-para-criancas/: Muito Baixa | ",Baixa
FUNDAMENTAL I,BOTO CINZA COR DE CHUVA,RAYMUNDO NETTO,DEMOCRITO ROCHA,1000,45,45000,978-8575295809,8575295802,https://www.amazon.com.br/Boto-Cinza-Chuva-Raymundo-Netto/dp/8575295802: Muito Alta | http://www.papocult.com.br/2014/07/19/livro-boto-cinza-cor-de-chuva-sera/: Muito Alta | ,Muito Alta
FUNDAMENTAL I,CONTOS DE TRAVESSIA,SOCORRO ACIOLLI,DEMOCRITO ROCHA,1000,60,60000,978-972-8334-12-3,972-8334-12-5,"https://issuu.com/edicoesdemocritorocha/docs/degusta____o_de_contos_de_travessia: Alta | https://www.gettextbooks.com/isbn/9789728334123/: Alta | https://www.amazon.com.br/Contos-Travessia-Gondim-Barbie-Furtado/dp/8575296701: Alta | https://www.amazon.com.br/Livros-Socorro-Acioli/s?rh=n:6740748011,p_27:Socorro+Acioli: Baixa | https://www.estantevirtual.com.br/busca/socorro-acioli: Muito Baixa | ",Baixa
FUNDAMENTAL I,CORAÇÃO DE MOSAICO,MARILIA LOVATEL,DEMOCRITO ROCHA,1000,45,45000,978-8575299982,8575299980,"https://www.amazon.com.br/Coração-Mosaico-Marilia-Lovatel/dp/8575299980: Muito Alta | https://books.google.com/books/about/Coração_De_Mosaico.html?id=QCxrswEACAAJ: Alta | https://livrariaedr.org.br/produtos/corac-o-de-mosaico/: Alta | https://www.amazon.com.br/Livros-Marilia-Lovatel/s?rh=n:6740748011,p_27:Marilia+Lovatel: Alta | https://www.estantevirtual.com.br/busca/marilia-lovatel: Baixa | ",Alta
FUNDAMENTAL I,MEU CADERNO DE BORDO,EFIGENIA ALVES,DEMOCRITO ROCHA,1000,54,54000,9788576794017,8576794017,,
FUNDAMENTAL I,O MISTERIO DA PROFESSORA JULIETA,SOCORRO ACIOLLI,DEMOCRITO ROCHA,1000,49,49000,9788567463107,8567463107,,
FUNDAMENTAL I,RACHEL DE QUEIROZ - UMA ESCRITA NO TEMPO,SOCORRO ACIOLLI,DEMOCRITO ROCHA,1000,62,62000,9788560348364,8560348367,,
FUNDAMENTAL I,SOBRE OS FELIZES,SOCORRO ACIOLLI,DEMOCRITO ROCHA,1000,44,44000,9788567333588,856733358X,https://www.amazon.com.br/Sobre-Os-Felizes-Socorro-Acioli/dp/856733358X: Muito Alta | https://www.skoob.com.br/sobre-os-felizes-929293ed936050.html: Alta | https://www.barnesandnoble.com/w/sobre-os-felizes-socorro-acioli/1131778514: Alta | https://www.amazon.com.br/Sobre-os-felizes-Socorro-Acioli-ebook/dp/B07S8RZQJY: Alta | https://www.goodreads.com/book/show/49547613-sobre-os-felizes: Alta | ,Alta
FUNDAMENTAL I,TESOURO DA FELICIDADE ,KLEVISSON VIANA,DEMOCRITO ROCHA,1000,40,40000,9788575294895,857529489X,https://www.skoob.com.br/livro/pdf/o-tesouro-da-felicidade/livro:733859/edicao:736321: Muito Alta | https://www.amazon.com.br/Tesouro-Felicidade-Klévisson-Viana/dp/857529489X: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://booktrapper.com/isbn-lookup: Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL I,VENDE - SE UMA FAMILIA,SOCORRO ACIOLLI,DEMOCRITO ROCHA,1000,51,51000,9788560838006,8560838009,,
FUNDAMENTAL I,A LIÇÃO DAS CORES,MINO CASTELO BRANCO,DIZ,1000,40,40000,9789897322534,9789897322531,https://sesc.i10bibliotecas.com.br/livro/486075: Baixa | https://www.editorasenacsp.com.br/livro/a-biblia-das-cores: Muito Baixa | https://www.wook.pt/livro/o-livro-das-cores/25735657: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://www.youtube.com/watch?v=-wbjaRCo81A: Muito Baixa | ,Muito Baixa
FUNDAMENTAL I,O MENINO ILUMINADO,MINO CASTELO BRANCO,DIZ,1000,40,40000,9788581050485,8581050484,https://www.magazineluiza.com.br/livro-o-iluminado/p/084691200/li/llit/: Alta | https://www.submarino.com.br/produto/112209159: Alta | https://www.abebooks.com/9788556510464/iluminado-Stephen-King-8556510469/plp: Alta | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL I,O PÁSSARO ENCANTADO,FERNANDO PAIXÃO,DIZ,1000,50,50000,9788561695538,8561695536,https://www.amazon.com.br/pássaro-encantado-Angela-Rosa/dp/8538020552: Alta | https://www.livrariasimples.com.br/produtos/o-passaro-encantado-potiguara-eliane-abreu-aline-jujuba/: Alta | https://www.amazon.com/Pássaro-Encantado-Em-Portuguese-Brasil/dp/8561695536: Alta | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.amazon.com.br/pássaro-encantado-lenda-indígena/dp/8581570275: Muito Baixa | ,Baixa
FUNDAMENTAL I,PELONTHE,MINO CASTELO BRANCO,DIZ,1000,62,62000,,0-545-01022-5; ISBN-13: 978-0-545-01022-9,https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://bookscouter.com/blog/isbn-10-vs-isbn-13-the-difference/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://cidesp.com.br/artigo/consultar-isbn/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL I,A FENIX E O TAPETE,EDITH NESBIT,EDITORA 34,1000,62,62000,9786555251494,,https://www.acasadolivrojuridico.com.br/a-fenix-e-o-tapete-a-fenix-e-o-tapete-edith-nesbit-9786555251494: Alta | https://www.mercadolivre.com.br/a-fenix-e-o-tapete-de-edith-nesbit-vol-1-editorial-editora-34-capa-mole-edico-1-em-portugus-2023/p/MLB39783312: Baixa | ,Alta
FUNDAMENTAL I,A INFANCIA DE MILTON,HAYDE,EDITORA 34,1000,53,53000,978-6555251166.,6555251166,https://www.amazon.com.br/infância-Milton-Haydé/dp/6555251166: Muito Alta | https://www.abebooks.fr/9786555251166/infancia-Milton-Em-Portugues-Brasil-6555251166/plp: Muito Alta | https://www.amazon.ca/infancia-Milton-Em-Portugues-Brasil/dp/6555251166: Alta | http://www.drummondlivraria.com.br/produto/a-infancia-de-milton-16807: Alta | https://www.magazineluiza.com.br/livro-a-infancia-de-milton/p/bgj51dc1hk/li/lltj/: Baixa | ,Alta
FUNDAMENTAL I,AS FÉRIAS DE MILTON,HAYDE,EDITORA 34,1000,53,53000,9786555251173,6555251174,https://www.amazon.com/as-ferias-milton-Haydé/dp/6555251174: Alta | https://www.amazon.com.br/As-férias-Milton-Haydé/dp/6555251174: Alta | https://www.martinsfontespaulista.com.br/as-ferias-de-milton-1007590/p: Baixa | https://www.magazineluiza.com.br/livro-as-ferias-de-milton/p/ek81je0j7e/li/lltj/: Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL I,MARTA E A BICICLETA,GERMANO ZULLO,EDITORA 34,1000,49,49000,9786555251012,6555251018,https://www.amazon.com.br/Marta-bicicleta-Germano-Zullo/dp/6555251018: Muito Alta | https://produto.mercadolivre.com.br/MLB-2683121974-livro-marta-e-a-bicicleta-_JM: Muito Alta | https://livralivro.com.br/livro/marta-e-a-bicicleta/779231.html: Muito Alta | https://www.skoob.com.br/marta-e-a-bicicleta-12211636ed12192773.html: Alta | https://produto.mercadolivre.com.br/MLB-3981084169-marta-e-a-bicicleta-zullo-germano-albertine-_JM: Baixa | ,Alta
FUNDAMENTAL I,MARTA E O POVO,GERMANO ZULLO,EDITORA 34,1000,49,49000,9788573263014,8573263019,,
FUNDAMENTAL I,A BICICLETA VOADORA,JONAS RIBEIRO,ELEMENTAR,1000,55,55000,9788542820017,8542820019,https://www.estantevirtual.com.br/livros/jonas-ribeiro/a-bicicleta-voadora/390438371: Muito Alta | https://www.grupoeditorialelementar.com.br/editora-elementar/a-bicicleta-voadora: Muito Alta | https://jonasescritor.com.br/product/a-bicicleta-voadora/: Muito Alta | https://www.librarything.com/work/27223927: Muito Alta | https://www.estantevirtual.com.br/livro/a-bicicleta-voadora-FU7-6598-000-BK: Muito Alta | ,Muito Alta
FUNDAMENTAL I,NINA ÁFRICA - CONTOS DE UMA ÁFRICA MENINA PARA NINAR GENTE DE TODAS AS IDADES,"LENICE GOMES, ARLENE HOLANDA, CLAYSON GOMES",ELEMENTAR,1000,61,61000,9786586683003,6586683009,https://portal.editoraelementar.com.br/biblioteca-digital/nina-africa-contos-de-uma-africa-menina-para-ninar-gente-de-todas-as-idades/: Muito Alta | ,Muito Alta
FUNDAMENTAL I,O NAVIO,IRIS BORGES,ELEMENTAR,1000,47,47000,9788584150991,8584150994,https://www.amazon.com/Navio-Iris-Borges/dp/8584150994: Alta | https://isbnlookup.org/: Baixa | https://isbnsearch.org/: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | ,Baixa
FUNDAMENTAL I,TANGOLOMANGO DOS CONTOS DE FADAS,HOZANA COSTA ,ELEMENTAR,1000,57,57000,978-8584151035,8584151036,https://shopee.com.br/Tangolomango-Dos-Contos-De-Fadas-Hozana-Costa-i.392642960.15418809542: Muito Alta | https://www.grupoeditorialelementar.com.br/editora-elementar/tangolomango-dos-contos-de-fadas: Muito Alta | https://www.grupoeditorialelementar.com.br/simed/simed-tangolomango-dos-contos-de-fadas: Alta | https://www.casasbahia.com.br/tangolomango-dos-contos-de-fadas-hozana-costa-editora-elementar/p/1564957495: Alta | https://www.livrariaespaco.com.br/produtos/tangolomango-dos-contos-de-fadas-hozana-costa-editora-elementar/: Alta | ,Alta
FUNDAMENTAL I,A LENDA DA IARA,EVARISTO GERALDO DA SILVA ,ENSINAMENTO,1000,46,46000,9788576031234,857603123X,,
FUNDAMENTAL I,A LENDA DA VITÓRIA-RÉGIA (NOVA EDIÇÃO),GONÇALO FERREIRA DA SILVA,ENSINAMENTO,1000,50,50000,9788576793304,8576793307,https://isbnsearch.org/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://books.google.com/: Muito Baixa | https://www.bookfinder.com/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL I,A SAGA DE UM NORDESTINO OU O AMOR DE RIBAMAR E ESMERALDA: CORDEL ILUSTRADO,PAIVA NEVES,ENSINAMENTO,1000,30,30000,"9788582451004  
ISBN-10: 8582451009",,,
FUNDAMENTAL I,CECILIA ,"SILVANA DE MENEZES, THEOGNIS FLORENTINO",ENSINAMENTO,1000,50,50000,9788576723307,8576723307,https://www.bookfinder.com/isbn_search/: Baixa | https://isbnlookup.org/: Baixa | https://freeisbn.com/lookup/: Baixa | https://booktrapper.com/isbn-lookup: Baixa | https://isbnsearch.org/: Baixa | ,Baixa
FUNDAMENTAL I,COLEÇÃO PARA CRESCER 1 - UMA COISA DEPENDE DA OUTRA,SIMÃO DE MIRANDA,ENSINAMENTO,1000,40,40000,978-85-362-6000-7,85-362-6000-1,,
FUNDAMENTAL I,COLEÇÃO PARA CRESCER 2 - O OUTRO LADO DA COISA,SIMÃO DE MIRANDA ,ENSINAMENTO,1000,28,28000,"978-85-362-6021-7  
ISBN-10: 85-362-6021-1",,,
FUNDAMENTAL I,COLEÇÃO PARA CRESCER 3 - TODO DIFERENTE É IGUAL ALGUMA COISA,SIMÃO DE MIRANDA ,ENSINAMENTO,1000,40,40000,9788576714324,8576714327,,
FUNDAMENTAL I,MINHA CIDADE - CORDEL ILUSTRADO ,STELIO TOQUATO LIMA ,ENSINAMENTO,1000,32,32000,9788576081348,8576081348,,
FUNDAMENTAL I,O OUTRO LADO DE CADA COISA,SIMÃO DE MIRANDA,ENSINAMENTO,1000,40,40000,9788562410489,8562410489,"https://www.amazon.com.br/Outro-Lado-Cada-Coisa/dp/8562410489: Baixa | http://www.google.com/search?hl=en&q=ISBN-10+or+ISBN-13+for+the+book+""O+OUTRO+LADO+DE+CADA+COISA""+by+author+SIMÃO+DE+MIRANDA+published+by+ENSINAMENTO+on+15/04/2025: Muito Baixa | ",Muito Baixa
FUNDAMENTAL I,O RIO SÃO FRANCISCO ÁGUAS PARA QUEM TEM SEDE!,MANOEL MONTEIRO,ENSINAMENTO,1000,32,32000,9788576031545,8576031547,,
FUNDAMENTAL I,TODO DIFERENTE E IGUAL EM ALGUMA COISA ,SIMAO MIRANDA,ENSINAMENTO,1000,36,36000,9788576794704,8576794707,,
FUNDAMENTAL I,A FESTA QUE O SACI FEZ,GUILHERME NOBRE,FORT EDITORA,1000,55,55000,9786586683004,6586683009,https://www.forteditora.com.br/afestasaci.html: Alta | ,Alta
FUNDAMENTAL I,BRANCA DE ALGODÃO E OS SETE CURUPIRAS,CARHE MENESES,FORT EDITORA,1000,65,65000,978-85-85444-05-1,8536406763,https://www.forteditora.com.br/abranca.html: Muito Alta | https://www.abebooks.com/9788536406763/Branca-Neve-Os-Sete-Anões-8536406763/plp: Baixa | https://www.abebooks.com/book-search/title/branca-de-neve-e-os-sete-an�es/: Baixa | https://isbnsearch.org/: Muito Baixa | https://www.estantevirtual.com.br/busca/branca-de-neve: Muito Baixa | ,Baixa
FUNDAMENTAL I,CALANGO KID,SALGADO MARANHÃO,FORT EDITORA,1000,60,60000,978-86-85444-00-6,,https://www.forteditora.com.br/calangokid.html: Alta | https://www.amazon.com.br/Cor-Palavra-Salgado-Maranhão/dp/9897557504: Alta | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL I,CIRANDA DAS LETRAS,MÁRCIA MONTENEGRO,FORT EDITORA,1000,60,60000,978-65-992672-4-2,,https://www.forteditora.com.br/livrociranda.html: Alta | https://www.ameilivraria.com/product-page/ciranda-das-letras: Alta | https://www.estantevirtual.com.br/livros/marcia-montenegro: Alta | https://www.estantevirtual.com.br/busca/ciranda-das-letras: Baixa | https://www.marciamontenegroescritora.com/: Muito Baixa | ,Baixa
FUNDAMENTAL I,CURUMIM E O SEGREDO DE HUTUKARA,MARCIA MONTENEGRO,FORT EDITORA,1000,50,50000,9788539703784,8539703787,,
FUNDAMENTAL I,O DIA DO BACURÉ,MARCIO DEL PICCHIA,FORT EDITORA,1000,70,70000,9788568718048,8568718047.,https://produto.mercadolivre.com.br/MLB-2811913780-livro-o-dia-do-bacure-_JM: Baixa | https://pt.esdifferent.com/difference-between-isbn-10-and-isbn-13: Muito Baixa | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://cidesp.com.br/artigo/consultar-isbn/: Muito Baixa | ,Muito Baixa
